Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Super-Homem	Gilberto Gil		Realce						Brasil\Novela\	2719123	162			3		1979	07/Jun/2023 7:22 PM	18/Oct/2014 5:56 PM	128	44100		MPEG audio file					1	16/Dec/2015 12:07 PM		D:\MP3\Brasil\G\Gilberto Gil - Super-Homem.mp3
Realce (Ao Vivo)	Gilberto Gil		Realce						Brasil\Novela\Live\	4358662	264					1980	07/Jun/2023 7:22 PM	13/Apr/2013 6:51 PM	128	44100		MPEG audio file					1	12/Apr/2014 11:23 PM		D:\MP3\Brasil\G\Gilberto Gil - Realce (Ao Vivo).mp3
She Ain't Worth It	Glenn Medeiros, Bobby Brown		Glenn Medeiros						R&B\	8897338	218			103		1990	07/Jun/2023 8:41 PM	23/Apr/2023 1:45 AM	320	44100		MPEG audio file								D:\MP3\G\Glenn Medeiros, Bobby Brown - She Ain't Worth It.mp3
You're My Woman, You're My Lady	Glenn Medeiros		Glenn Medeiros	Searched\Found\Ok					Pop\Pop Rock\	9125290	223			2		1987	17/Sep/2023 4:12 PM	11/Sep/2013 12:40 AM	320	44100		MPEG audio file					1	23/Jul/2018 11:09 AM		D:\MP3\G\Glenn Medeiros - You're My Woman, You're My Lady.mp3
Me-U=Blue	Glenn Medeiros		Glenn Medeiros	Searched\Ok					Pop\	4494177	268	1	1	7	11	1987	17/Sep/2023 4:12 PM	13/Jun/2015 6:53 PM	128	44100		MPEG audio file								D:\MP3\G\Glenn Medeiros - Me-U=Blue.mp3
French Kiss	Lil' Louis		French Kiss	Searched\Found\					Favorite\Flash House\	10107149	251	2	2	5	18	1989	21/Sep/2023 11:17 PM	14/Dec/2019 12:12 AM	320	44100		MPEG audio file			9	15/Mar/2020 3:01 PM	2	16/Apr/2020 7:27 PM		D:\MP3\Favorites\Lil' Louis - French Kiss.mp3
French Kiss (The Songbird Sings Long Vocal Mix)	Lil' Louis		French Kiss	Searched\Found\Attached\VinylCover\					iPhone\Favorite\Flash House\	9364276	577	1	2	9	11	1989	24/Sep/2023 4:45 PM	02/Jan/2022 8:00 PM	128	44100		MPEG audio file			14	15/Aug/2023 8:01 PM	20	25/Sep/2023 9:02 PM		D:\MP3\Favorites\Lil' Louis - French Kiss (The Songbird Sings Long Vocal Mix).mp3
French Kiss (Extended)	Lil' Louis		French Kiss	Searched\Found\Attached\					Favorite\Flash House\	21473817	535			11		1989	24/Sep/2023 4:45 PM	02/Jan/2022 8:00 PM	320	44100		MPEG audio file			12	24/Sep/2023 4:53 PM	2			D:\MP3\Favorites\Lil' Louis - French Kiss (Extended).mp3
You Took The Words Right Out Of My Mouth (Hot Summer Night)	Meat Loaf	Jim Steinman	Bat Out Of Hell		PMEDIA☺				Rock\	12324492	304	1	1	87		1977	07/Jun/2023 8:55 PM	23/Apr/2023 12:57 AM	320	44100		MPEG audio file			1					D:\MP3\M\Meat Loaf - You Took The Words Right Out Of My Mouth (Hot Summer Night).mp3
Modern Girl	Meat Loaf		Bat Out Of Hell						Rock\	10824480	268			6	14	1984	07/Jun/2023 8:55 PM	14/Dec/2019 12:12 AM	320	44100		MPEG audio file			1					D:\MP3\M\Meat Loaf - Modern Girl.mp3
I'd Do Anything For Love (But I Won't Do That)	Meat Loaf		Bat Out Of Hell	Searched\Found\					Favorite\Easy\Rock\Hard Rock\	13502248	323			95		1993	08/Jun/2023 11:34 PM	17/Dec/2017 2:35 PM	320	44100		MPEG audio file			11	27/Dec/2018 5:36 PM	7	05/Jan/2020 10:12 PM		D:\MP3\Favorites\Meat Loaf - I'd Do Anything For Love (But I Won't Do That).mp3
Odeon	Nara Leão		Pure Bossa Nova						Brasil\Novela\	2728207	164					1968	07/Jun/2023 7:53 PM	13/Apr/2013 6:51 PM	128	44100		MPEG audio file			1	19/Oct/2013 12:16 AM				D:\MP3\Brasil\N\Nara Leão - Odeon.mp3
Este Seu Olhar	Nara Leão		Pure Bossa Nova						Brasil\Novela\	3314042	201			6		1971	07/Jun/2023 7:29 PM	18/Oct/2014 6:15 PM	128	44100		MPEG audio file								D:\MP3\Brasil\N\Nara Leão - Este Seu Olhar.mp3
Meditação	Nara Leão		Pure Bossa Nova						Brasil\Novela\	3914449	137	1	1	12	24	1971	07/Jun/2023 7:29 PM	18/Oct/2014 6:54 PM	222	44100		MPEG audio file					1	27/Oct/2015 9:25 PM		D:\MP3\Brasil\N\Nara Leão - Meditação.mp3
Ao Meu Redor	Nenhum De Nós		Nenhum de Nós							9130304	223	1		8		1992	21/Apr/2023 8:48 PM	20/Sep/2023 10:51 PM	320	44100		MPEG audio file			1	24/Sep/2023 4:38 PM				D:\MP3\N\Nenhum De Nós - Ao Meu Redor.mp3
Camila, Camila	Nenhum De Nós		Nenhum De Nós	Searched\Found\					Brasil\Favorite\Pop\MPB\Rock\Pop Rock\	12527926	312	1		2		1987	07/Jun/2023 8:39 PM	18/Apr/2021 9:56 PM	320	44100		MPEG audio file			2	21/Feb/2023 9:55 PM				D:\MP3\Favorites_Brasil\Nenhum De Nós - Camila, Camila (1).mp3
Camila, Camila	Nenhum De Nós	Thedy Correa/Sady Homrich/Carlos Stein	Nenhum De Nós	Searched\Found\Dupe					Brasil\Favorite\Rock\MPB\Pop Rock\	4820281	302			2		1987	26/Aug/2023 3:01 PM	18/Apr/2021 9:56 PM	112	44100		MPEG audio file			2					D:\MP3\Favorites_Brasil\Nenhum De Nós - Camila, Camila.mp3
We Are Alive (Radio Edit)	Paul Van Dyk		Global						Trance\	8076190	200	1	1	3	13	2001	07/Jun/2023 9:01 PM	19/Apr/2014 10:43 PM	320	44100		MPEG audio file					1	14/Jun/2015 7:44 PM		D:\MP3\P\Paul Van Dyk - We Are Alive (Radio Edit).mp3
Another Way	Paul Van Dyk		Global						Trance\Dance\	17507069	436			239		2000	07/Jun/2023 9:01 PM	13/Dec/2021 11:29 PM	320	44100		MPEG audio file								D:\MP3\P\Paul Van Dyk - Another Way.mp3
Together We Will Conquer	Paul Van Dyk		Global	Searched\					Trance\Dance\	9289431	384			950		2000	17/Sep/2023 4:24 PM	20/May/2023 11:53 PM	192	44100		MPEG audio file								D:\MP3\P\Paul Van Dyk - Together We Will Conquer.mp3
Movin' On Up	Primal Scream		Screamadelica						Rock\Alternative\	5524088	224			102		1991	07/Jun/2023 9:03 PM	01/Jul/2012 6:09 AM	192	44100		MPEG audio file			1	27/Nov/2013 8:11 PM				D:\MP3\P\Primal Scream - Movin' On Up.mp3
Loaded	Primal Scream		Screamadelica						Acid House\	13326687	413			3		1990	07/Jun/2023 9:03 PM	23/Apr/2023 1:45 AM	256	44100		MPEG audio file					2			D:\MP3\P\Primal Scream - Loaded.mp3
Loaded	Primal Scream		Screamadelica						Dance\Acid House\	10575073	262					1990	07/Jun/2023 9:03 PM	23/Apr/2023 12:57 AM	320	44100		MPEG audio file					2			D:\MP3\P\Primal Scream - Loaded (1).mp3
The Real Wild House (Wild Passion Mix)	Raul Orellana		The Real Wild House	Searched\Found\Attached\release\Country=US\Label=Virgin\Format=Vinyl\					House\Euro House\	14906494	371	3	6	43		1989	07/Jun/2023 6:57 PM	02/Jan/2022 8:00 PM	320	44100		MPEG audio file			9		1			D:\MP3\R\Raul Orellana - The Real Wild House (Wild Passion Mix).mp3
The Real Wild House (Wild Mix)	Raul Orellana		The Real Wild House						Other\House\OneHitWonders\	6045177	368			8		1989	21/Sep/2023 10:30 PM	20/Sep/2023 10:51 PM	128	44100		MPEG audio file			1					D:\MP3\R\Raul Orellana - The Real Wild House (Wild Mix) (1).mp3
The Real Wild House (Wild Mix)	Raul Orellana		The Real Wild House	Searched\Found\Attached\master\Country=Spain\Label=Spitfire Music\Format=Vinyl\					Dance\OneHitWonders\House\	7778777	374			36		1989	14/Jun/2023 11:11 PM	18/Apr/2021 9:56 PM	162	44100		MPEG audio file			1					D:\MP3\R\Raul Orellana - The Real Wild House (Wild Mix).mp3
Super-Heróis	Raul Seixas		Gita	Searched\Found\					Brasil\Favorite\Rock\Blues Rock\	3432179	192					1974	14/Jun/2023 10:44 PM	13/Feb/2023 10:13 PM	139	44100		MPEG audio file			4	14/Feb/2023 5:04 PM	2	14/Feb/2023 11:22 AM		D:\MP3\Favorites_Brasil\Raul Seixas - Super-Heróis.mp3
Disco Voador	Raul Seixas		Gita	Searched\					Brasil\Favorite\Rock\	4301772	176					1974	07/Jun/2023 7:30 PM	14/Dec/2019 12:12 AM	192	44100		MPEG audio file			4	16/Feb/2023 11:32 AM	3	01/Jun/2023 9:15 PM		D:\MP3\Favorites_Brasil\Raul Seixas - Disco Voador.mp3
Prelúdio (Ao Vivo)	Raul Seixas		Gita						Brasil\Rock\Live\	1166627	68					1974	07/Jun/2023 7:29 PM	13/Apr/2013 6:52 PM	128	44100		MPEG audio file					3	14/Feb/2023 5:10 PM		D:\MP3\Brasil\R\Raul Seixas - Prelúdio.mp3
O Trem Das Sete (Versao 2)	Raul Seixas		Metrô Linha 743	Searched\					Brasil\Favorite\Rock\	3501794	197					1984	07/Jun/2023 6:25 PM	13/Feb/2023 10:13 PM	136	44100		MPEG audio file			1		1			D:\MP3\Favorites_Brasil\Raul Seixas - O Trem Das Sete (Versao 2).mp3
Mamãe Eu Não Queria	Raul Seixas		Metrô Linha 743	Searched\Found\Attached\master\					Brasil\Rock\Folk Rock\	6178868	253			13	14	1984	21/Jun/2023 3:40 AM	13/Feb/2023 10:12 PM	192	44100		MPEG audio file			1	18/Feb/2023 9:51 PM				D:\MP3\Brasil\R\Raul Seixas - Mamãe Eu Não Queria.mp3
Mas I Love You	Raul Seixas		Metrô Linha 743	Searched\Found\Attached\master\					Brasil\Rock\Folk Rock\	5349566	218			14		1984	21/Jun/2023 3:42 AM	13/Feb/2023 10:12 PM	192	44100		MPEG audio file								D:\MP3\Brasil\R\Raul Seixas - Mas I Love You.mp3
Pena Eu Não Saber	Renato Terra		Renato Terra	Searched\Found\Attached\release\Ok					Brasil\Novela\	3430262	207			5		1978	17/Sep/2023 4:12 PM	18/Oct/2014 5:53 PM	128	44100		MPEG audio file			1	18/Sep/2017 4:44 PM				D:\MP3\Brasil\R\Renato Terra - Pena Eu Não Saber.mp3
Meu Grande Amor	Renato Terra		Renato Terra	Searched\Found\Attached\master\					Brasil\Novela\MPB\	5680548	234	1	1	3	15	1994	16/Jun/2023 2:47 PM	18/Oct/2014 6:35 PM	192	44100		MPEG audio file					1	23/Aug/2015 2:44 PM		D:\MP3\Brasil\R\Renato Terra - Meu Grande Amor.mp3
Bem Ou Mal	Renato Terra		Renato Terra	Searched\Found\Attached\release\					Brasil\Novela\MPB\	3592734	146			4		1981	16/Jun/2023 2:45 PM	18/Oct/2014 6:03 PM	192	44100		MPEG audio file					1	27/Jun/2015 6:56 PM		D:\MP3\Brasil\R\Renato Terra - Bem Ou Mal.mp3
Moreninha Linda	Roberto Leal		Roberto Leal	Searched\Found\					Brasil\Favorite\Fado\	3870823	234					1980	07/Jun/2023 8:39 PM	13/Apr/2013 6:52 PM	128	44100		MPEG audio file			2		1	14/Oct/2013 12:32 PM		D:\MP3\Favorites_Brasil\Roberto Leal - Moreninha Linda.mp3
Dá Cá Um Beijo	Roberto Leal		Roberto Leal	Searched\Found\Attached\Brazil\master\Label=RGE\Small\Searched\					Brasil\Portugal\	3446202	213					1985	17/Sep/2023 4:24 PM	06/Apr/2021 12:09 AM	128	48000		MPEG audio file					1	22/Apr/2023 12:24 PM		D:\MP3\Brasil\R\Roberto Leal - Dá Cá Um Beijo.mp3
A Dança Do Siriá	Roberto Leal		Roberto Leal	Searched\Found\Attached\Brazil\master\Label=RGE\Small\Searched\					Brasil\Portugal\	3443627	213					1985	17/Sep/2023 4:24 PM	06/Apr/2021 12:09 AM	128	48000		MPEG audio file								D:\MP3\Brasil\R\Roberto Leal - A Dança Do Siriá.mp3
Retratos E Canções	Sandra De Sá		Sandra Sá	Searched\Found\					Brasil\iPhone\Favorite\MPB\Soul\	9480064	233			54		1980	07/Jun/2023 8:39 PM	08/Aug/2014 6:15 PM	320	44100		MPEG audio file			26	26/Nov/2022 7:55 PM	10	09/Feb/2023 8:36 PM		D:\MP3\Favorites_Brasil\Sandra De Sá - Retratos E Canções.mp3
Olhos Coloridos	Sandra De Sá	Macau	Sandra Sá	Searched\Found\					Brasil\Favorite\Pop\MPB\	16324341	405	1	1	35	100	1982	24/Sep/2023 12:25 AM	01/May/2021 10:42 PM	320	44100		MPEG audio file			3					D:\MP3\Favorites_Brasil\Sandra De Sá - Olhos Coloridos.mp3
Canção De Búzios	Sandra De Sá		Sandra Sá						Brasil\Novela\MPB\	5202988	211			5		1984	07/Jun/2023 7:54 PM	18/Oct/2014 6:17 PM	192	48000		MPEG audio file					1	07/Mar/2016 4:37 PM		D:\MP3\Brasil\S\Sandra De Sá - Canção De Búzios.mp3
Wood Beez (12 Inch)	Scritti Politti		Cupid & Psyche 85	Searched\Ok					Alternative\	4443589	271					1985	17/Sep/2023 4:19 PM	20/Apr/2014 3:57 AM	128	44100		MPEG audio file								D:\MP3\S\Scritti Politti - Wood Beez (12 Inch).mp3
Absolute	Scritti Politti		Cupid & Psyche 85						Alternative\	4235574	255	1	1	3	4	1984	07/Jun/2023 9:08 PM	07/Apr/2014 6:07 PM	128	44100		MPEG audio file								D:\MP3\S\Scritti Politti - Absolute.mp3
Perfect Way	Scritti Politti	David Gamson	Cupid & Psyche 85		PMEDIA				Alternative\	11515279	284	1		31		1985	07/Jun/2023 9:08 PM	09/Dec/2021 12:05 PM	320	44100		MPEG audio file								D:\MP3\S\Scritti Politti - Perfect Way.mp3
Toda Vez Que A Gente Encontra Um Novo Amor	Sérgio Reis		Sérgio Reis						Brasil\Novela\	3788765	226	1	1	11		1992	07/Jun/2023 7:55 PM	18/Oct/2014 6:31 PM	128	44100		MPEG audio file								D:\MP3\Brasil\S\Sérgio Reis - Toda Vez Que A Gente Encontra Um Novo Amor.mp3
Menino Da Gaita	Sergio Reis		Sérgio Reis	Searched\Found\Attached\Brazil\master\Label=RCA Victor\					Brasil\OneHitWonders\Country\	5151380	248					1973	07/Jun/2023 7:36 PM	23/Jan/2022 10:14 PM	160	44100		MPEG audio file					1	01/May/2023 11:14 AM		D:\MP3\Brasil\S\Sergio Reis - Menino Da Gaita.mp3
Pinga Ni Mim	Sérgio Reis		Sérgio Reis						Brasil\Sertanejo\	4423681	271	1	1	1	14	1983	17/Sep/2023 6:41 PM	25/Aug/2016 10:02 PM	128	44100		MPEG audio file								D:\MP3\Brasil\S\Sérgio Reis - Pinga Ni Mim.mp3
Sandra Rosa Madalena	Sidney Magal		Sidney Magal	Searched\					Brasil\Favorite\	2497891	151					1998	07/Jun/2023 8:39 PM	13/Apr/2013 6:52 PM	128	44100		MPEG audio file			10	26/Dec/2018 2:23 PM	2	22/Sep/2018 9:39 PM		D:\MP3\Favorites_Brasil\Sidney Magal - Sandra Rosa Madalena.mp3
Quero	Sidney Magal		Sidney Magal	Searched\Found\Attached\master\Ok					Brasil\Novela\Chanson\	2833701	171			9		1978	17/Sep/2023 4:12 PM	18/Oct/2014 5:51 PM	128	44100		MPEG audio file			1		1	04/Jul/2015 3:51 PM		D:\MP3\Brasil\S\Sidney Magal - Quero.mp3
Estou Te Acostumando Mal	Sidney Magal		Sidney Magal	Searched\Found\Attached\master\					Brasil\Novela\Chanson\	3731095	227			8		1979	16/Jun/2023 4:47 PM	18/Oct/2014 5:54 PM	128	44100		MPEG audio file								D:\MP3\Brasil\S\Sidney Magal - Estou Te Acostumando Mal.mp3
Java Jive	The Manhattan Transfer		The Very Best Of The Manhattan Transfer	GreatestHits					Jazz\	6931326	170	1	1	14	16	1994	20/Sep/2023 10:22 PM	22/Apr/2021 11:39 PM	320	44100		MPEG audio file								D:\MP3\M\The Manhattan Transfer - Java Jive.mp3
Boy From New York City	The Manhattan Transfer		The Very Best Of The Manhattan Transfer	GreatestHits					Pop\	4497814	219	1	1	36		1975	24/Sep/2023 4:33 PM	04/Jan/2023 6:04 PM	160	44100		MPEG audio file								D:\MP3\M\The Manhattan Transfer - Boy From New York City.mp3
Birdland	The Manhattan Transfer		The Very Best Of The Manhattan Transfer	GreatestHits					Vocal\Jazz\	8659410	356	6	9	7	14	1975	24/Sep/2023 4:33 PM	26/Apr/2016 10:25 PM	192	44100		MPEG audio file			1	05/May/2018 3:18 PM				D:\MP3\M\The Manhattan Transfer - Birdland.mp3
Why Do You Run	The Ward Brothers		Madness Of It All	Searched\Found\Upgraded\					Pop Rock\	8457742	313			1		1986	21/Jun/2023 8:17 AM	02/May/2023 12:28 PM	213	44100		MPEG audio file			1	24/Sep/2023 5:04 PM				D:\MP3\W\The Ward Brothers - Why Do You Run.mp3
Cross That Bridge	The Ward Brothers		Madness Of It All						80's\	6493398	252			8		1986	07/Jun/2023 6:24 PM	02/May/2023 12:28 PM	202	44100		MPEG audio file			1		2			D:\MP3\W\The Ward Brothers - Cross That Bridge (1).mp3
Cross That Bridge	The Ward Brothers		Madness Of It All						Pop\	8757922	217	2	2	14	15	1986	08/Jun/2023 11:37 PM	23/Jul/2016 3:21 PM	320	44100		MPEG audio file			1		2	11/Sep/2016 8:13 PM		D:\MP3\W\The Ward Brothers - Cross That Bridge.mp3
Toda Cor	Titãs		Titãs	Searched\Found\					Brasil\Favorite\Acoustic\	3444226	208					1984	07/Jun/2023 8:40 PM	13/Apr/2013 6:52 PM	128	44100		MPEG audio file			3	18/May/2023 1:08 PM	1	11/Oct/2013 7:32 PM		D:\MP3\Favorites_Brasil\Titãs - Toda Cor.mp3
Sonifera Ilha	Titãs	Branco Mello, Marcelo Fromer, Tony Bellotto, Ciro Pessoa e Carlos Barmack	Titas	Searched\Found\					Brasil\Favorite\Rock\Acoustic\	2897920	176			1		1984	07/Jun/2023 7:22 PM	25/Aug/2016 10:02 PM	128	44100		MPEG audio file		Gravadora: WEA  Producao: Pena Schmidt  Trumpete: Gil e Nono  Sax: Proveta e Baldo  Trombone: Ivan	6	02/Jan/2019 6:37 PM	14	17/Apr/2022 5:07 PM		D:\MP3\Favorites_Brasil\Titãs - Sonifera Ilha.mp3
O Pulso	Titãs		Titãs	Searched\Found\Attached\release\Country=Brazil\Label=WEA\Format=CD\					Brasil\Pop Rock\	2747537	165					1989	07/Jun/2023 7:32 PM	13/Apr/2013 6:52 PM	128	44100		MPEG audio file								D:\MP3\Brasil\T\Titãs - O Pulso.mp3
Você Vai Ver (You'll See)	Tom Jobim		Terra Brasilis	Searched\Upgraded\					Brasil\	3027731	178			9	20	1980	09/Jun/2023 2:42 PM	31/Dec/2019 6:11 PM	128	44100		MPEG audio file			1	11/Jun/2023 1:46 AM				D:\MP3\Brasil\T\Tom Jobim - Você Vai Ver (You'll See).mp3
The Girl From Ipanema	Tom Jobim		Terra Brasilis						Brasil\MPB\	4676588	162	1	1	1	12	1963	07/Jun/2023 7:55 PM	31/Jul/2016 10:32 PM	227	44100		MPEG audio file					2	11/Nov/2021 3:40 PM		D:\MP3\Brasil\T\Tom Jobim - The Girl From Ipanema.mp3
The Girl From Ipanema	Tom Jobim		Terra Brasilis						Brasil\MPB\	4692421	290			11	20	1963	07/Jun/2023 7:55 PM	31/Dec/2019 6:11 PM	128	44100		MPEG audio file					2	11/Nov/2021 4:04 PM		D:\MP3\Brasil\T\Tom Jobim - The Girl From Ipanema (1).mp3
Sober	Tool		Undertow						Nu-Metal\Rock\	9896484	306	1	1	3		1991	07/Jun/2023 9:14 PM	18/Apr/2021 9:56 PM	256	44100		MPEG audio file								D:\MP3\T\Tool - Sober.mp3
Prison Sex	Tool		Undertow						Rock\	7237393	298			294		1993	07/Jun/2023 9:14 PM	01/Jul/2012 6:09 AM	192	44100		MPEG audio file			1		2	31/May/2014 5:59 PM		D:\MP3\T\Tool - Prison Sex.mp3
Intolerance	Tool		Undertow						Rock\	7197271	296			924		1993	07/Jun/2023 9:14 PM	01/Jul/2012 6:09 AM	192	44100		MPEG audio file								D:\MP3\T\Tool - Intolerance.mp3
If You Could Read My Mind	Viola Wills	Gordon Lightfoot	Gonna Get Along Without You Now						Disco\	4834701	197	3	4	3	25	1990	07/Jun/2023 9:15 PM	07/Apr/2014 6:08 PM	192	44100		MPEG audio file								D:\MP3\V\Viola Wills - If You Could Read My Mind.mp3
Gonna Get Along Without You Now	Viola Wills		Gonna Get Along Without You Now	Searched\Found\Dupe					Favorite\Novela\Soul\Disco\R&B\	5618404	342					1980	26/Aug/2023 3:01 PM	23/Jan/2022 10:14 PM	128	44100		MPEG audio file			7		11			D:\MP3\Favorites\Viola Wills - Gonna Get Along Without You Now (3).mp3
Gonna Get Along Without You Now	Viola Wills	Darryl Payne/Viola Wills	Gonna Get Along Without You Now	Searched\Found\					Favorite\Novela\R&B\Soul\Disco\	6417816	197	9	10	15	20	1980	07/Jun/2023 8:37 PM	25/Oct/2015 3:57 PM	254	44100		MPEG audio file			7	29/Mar/2017 12:35 PM	11	18/Dec/2021 3:15 PM		D:\MP3\Favorites\Viola Wills - Gonna Get Along Without You Now (2).mp3
Understanding	Xscape		Hummin' Comin' At 'cha						Pop\	5434749	336			46		1994	07/Jun/2023 7:18 PM	17/Jul/2016 5:56 PM	128	44100		MPEG audio file			1	28/Jul/2018 7:13 PM				D:\MP3\X\Xscape - Understanding.mp3
Just Kickin' It	Xscape		Hummin' Comin' At 'Cha	Searched\Found\Attached\master\Country=US\Label=Columbia\Format=Vinyl					Pop\R&B\	3475076	212	1	3	31		1993	07/Jun/2023 6:54 PM	30/Jan/2023 10:50 PM	128	44100		MPEG audio file			1					D:\MP3\X\Xscape - Just Kickin' It.mp3
Just Kickin' It	Xscape	Jermaine Dupri / Manuel Seal	Hummin' Comin' At 'Cha	Searched\Found\Attached\master\Country=US\Label=Columbia\Format=Vinyl	PMEDIA				R&B\	8248790	204	1		84		1993	07/Jun/2023 6:54 PM	23/Apr/2023 12:57 AM	320	44100		MPEG audio file			1					D:\MP3\X\Xscape - Just Kickin' It (1).mp3
Owner Of A Lonely Heart	Yes		Owner Of A Lonely Heart	Searched\Found\					Favorite\Rock\Pop Rock\	4601900	228			8		1983	07/Jun/2023 8:38 PM	17/Jul/2016 5:53 PM	160	44100		MPEG audio file			24	09/Jul/2018 9:44 PM	13	04/Jan/2020 1:20 PM		D:\MP3\Favorites\Yes - Owner Of A Lonely Heart.mp3
Owner Of A Lonely Heart (Extended)	Yes		Owner Of A Lonely Heart	Searched\Found\					iPhone\Favorite\Pop\Rock\Electro\	17821379	442	1	4	9	11	1983	08/Jun/2023 11:37 PM	27/Aug/2016 11:56 PM	320	44100		MPEG audio file			26	24/Mar/2022 4:09 PM	13	13/Jul/2023 8:03 PM		D:\MP3\Favorites\Yes - Owner Of A Lonely Heart (Extended).mp3
Owner Of A Lonely Heart (12 Inch)	Yes		Owner Of A Lonely Heart	Searched\					Favorite\Rock\	9483707	468					1983	07/Jun/2023 7:24 PM	29/Jan/2022 7:49 PM	160	44100		MPEG audio file			19		1	12/Dec/2022 6:33 PM		D:\MP3\Favorites\Yes - Owner Of A Lonely Heart (12 Inch).mp3
This I Promise You	*NSYNC	Richard Marx	No Strings Attached	Searched\Found\Attached\master\Country=US\Label=Jive\Format=CD\	PMEDIA				Pop\Synth-pop\	11553530	284	1		22		2000	08/Jun/2023 11:34 PM	23/Apr/2023 12:57 AM	320	44100		MPEG audio file								D:\MP3\N\NSYNC - This I Promise You.mp3
Bye Bye Bye	*NSync	Kristian Lundin	No Strings Attached	Searched\Found\					Favorite\Dance\Pop\Synth-pop\	8230912	201			17		2000	07/Jun/2023 8:35 PM	16/Apr/2021 7:07 PM	320	44100		MPEG audio file			2					D:\MP3\Favorites\NSync - Bye Bye Bye.mp3
It's Gonna Be Me	*NSYNC	Max Martin	No Strings Attached						Pop\	7837963	191	1		19		2000	08/Jun/2023 11:34 PM	23/Apr/2023 12:57 AM	320	44100		MPEG audio file								D:\MP3\N\NSYNC - It's Gonna Be Me.mp3
I Thought She Knew	*NSync		No Strings Attached	Searched\Found\					Favorite\Synth-pop\	4253568	203					2000	07/Jun/2023 8:35 PM	18/Jun/2015 8:46 PM	160	44100		MPEG audio file			7	11/Feb/2020 5:07 PM	6	03/Jan/2020 8:04 PM		D:\MP3\Favorites\NSync - I Thought She Knew.mp3
Ratha Be Ya Nigga	2Pac Feat. Richie Rich		All Eyez On Me 2						Hip-Hop\Rap\	6843393	256	2	2	9	13	1995	07/Jun/2023 7:01 PM	12/May/2020 12:19 PM	212	44100		MPEG audio file								D:\MP3\P\2Pac Feat. Richie Rich - Ratha Be Ya Nigga.mp3
How Do U Want It	2Pac Feat. K-Ci & Jojo		All Eyez On Me 2						Hip-Hop\Rap\Eurodance\	11870877	288	1	2	11	14	1996	07/Jun/2023 9:00 PM	12/May/2020 12:19 PM	320	44100		MPEG audio file								D:\MP3\P\2Pac Feat. K-Ci & Jojo - How Do U Want It.mp3
Only God Can Judge Me	2Pac	DJ Vlad, Dirty Harry & DJ Green Lantern	All Eyez On Me 2						Hip-Hop\Rap\	8275839	397			1		1996	07/Jun/2023 9:00 PM	07/Apr/2014 6:06 PM	160	44100		MPEG audio file								D:\MP3\P\2Pac - Only God Can Judge Me.mp3
Can't C Me	2Pac Feat. George Clinton		All Eyez On Me 2						Hip-Hop\Rap\	8264667	330			2	13	1996	07/Jun/2023 9:00 PM	12/May/2020 12:19 PM	192	44100		MPEG audio file								D:\MP3\P\2Pac Feat. George Clinton - Can't C Me.mp3
Varandas	Almir Sáter		Almir Sater						Brasil\Novela\	3212884	191			2		1982	07/Jun/2023 7:23 PM	18/Oct/2014 6:07 PM	128	44100		MPEG audio file			1	24/Jul/2017 12:02 AM				D:\MP3\Brasil\A\Almir Sáter - Varandas.mp3
Semente	Almir Sater		Almir Sater						Brasil\MPB\	2984705	179			1		1981	14/Jun/2023 10:55 PM	18/Apr/2021 9:56 PM	128	44100		MPEG audio file								D:\MP3\Brasil\A\Almir Sater - Semente.mp3
Tocando Em Frente	Almir Sater		Almir Sater						Brasil\MPB\	12431541	307			25		1991	07/Jun/2023 7:46 PM	18/Apr/2021 9:56 PM	320	44100		MPEG audio file			1					D:\MP3\Brasil\A\Almir Sater - Tocando Em Frente.mp3
Tocando Em Frente	Almir Sáter		Almir Sater						Brasil\MPB\	7143529	175			2		1991	07/Jun/2023 7:46 PM	07/Apr/2014 5:57 PM	320	44100		MPEG audio file			1	19/Jun/2015 10:05 AM				D:\MP3\Brasil\A\Almir Sáter - Tocando Em Frente.mp3
Trance De Janeiro (Samba De Janeiro 2002 Epic Club Mix)	Bellini		Samba De Janeiro						Eurodance\Dance\	5819375	239			5		1997	07/Jun/2023 7:42 PM	15/Apr/2021 1:28 AM	192	44100		MPEG audio file								D:\MP3\B\Bellini - Trance De Janeiro (Samba De Janeiro 2002 Epic Club Mix).mp3
Saturday Night	Bellini		Samba De Janeiro						Dance\	8707465	215	1	1	1	20	1999	07/Jun/2023 7:42 PM	17/Sep/2016 4:08 PM	320	44100		MPEG audio file					1	03/Dec/2017 2:43 PM		D:\MP3\B\Bellini - Saturday Night.mp3
Cante Comigo	Bellini		Samba De Janeiro						Ballroom\Dance\	3638999	220			2		1997	07/Jun/2023 7:42 PM	18/Apr/2021 9:56 PM	128	44100		MPEG audio file								D:\MP3\B\Bellini - Cante Comigo.mp3
Samba De Janeiro	Bellini	Ramon Zenker	Samba De Janeiro		PMEDIA				Electro\	6835615	168	2	4	21		1997	07/Jun/2023 7:42 PM	23/Apr/2023 12:57 AM	320	44100		MPEG audio file								D:\MP3\B\Bellini - Samba De Janeiro.mp3
